	Stool.40	Stool.34	Stool.143	Stool.110	Stool.2	Stool.14	Stool.29	Stool.17	Stool.129	Stool.106	Stool.131	Stool.24	Stool.39	Stool.201	Stool.116	Stool.1	Stool.128	Stool.170	Stool.52	Stool.113	Stool.107	Stool.90	Stool.61	Stool.30	Stool.46	Stool.25	Stool.22	Stool.203	Stool.55	Stool.111	Stool.109	Stool.66	Stool.4	Stool.45	Stool.137	Stool.6	Stool.92	Stool.153	Stool.8	Stool.206	Stool.28	Stool.81	Stool.3	Stool.31	Stool.120	Stool.94	Stool.145	Stool.176	Stool.173	Stool.158	Tongue_dorsum.113	Tongue_dorsum.87	Tongue_dorsum.120	Tongue_dorsum.43	Tongue_dorsum.56	Tongue_dorsum.37	Tongue_dorsum.45	Tongue_dorsum.102	Tongue_dorsum.26	Tongue_dorsum.51	Tongue_dorsum.35	Tongue_dorsum.71	Tongue_dorsum.112	Tongue_dorsum.50	Tongue_dorsum.78	Tongue_dorsum.90	Tongue_dorsum.53	Tongue_dorsum.80	Tongue_dorsum.29	Tongue_dorsum.149	Tongue_dorsum.17	Tongue_dorsum.213	Tongue_dorsum.58	Tongue_dorsum.25	Tongue_dorsum.65	Tongue_dorsum.21	Tongue_dorsum.169	Tongue_dorsum.34	Tongue_dorsum.198	Tongue_dorsum.67	Tongue_dorsum.54	Tongue_dorsum.12	Tongue_dorsum.212	Tongue_dorsum.128	Tongue_dorsum.158	Tongue_dorsum.30	Tongue_dorsum.10	Tongue_dorsum.9	Tongue_dorsum.31	Tongue_dorsum.18	Tongue_dorsum.147	Tongue_dorsum.123	Tongue_dorsum.38	Tongue_dorsum.61	Tongue_dorsum.32	Tongue_dorsum.3	Tongue_dorsum.238	Tongue_dorsum.77	Tongue_dorsum.166	Tongue_dorsum.174	Supragingival_plaque.17	Supragingival_plaque.2	Supragingival_plaque.79	Supragingival_plaque.33	Supragingival_plaque.81	Supragingival_plaque.35	Supragingival_plaque.51	Supragingival_plaque.77	Supragingival_plaque.80	Supragingival_plaque.38	Supragingival_plaque.83	Supragingival_plaque.87	Supragingival_plaque.217	Supragingival_plaque.104	Supragingival_plaque.221	Supragingival_plaque.86	Supragingival_plaque.8	Supragingival_plaque.115	Supragingival_plaque.91	Supragingival_plaque.161	Supragingival_plaque.170	Supragingival_plaque.61	Supragingival_plaque.23	Supragingival_plaque.116	Supragingival_plaque.9	Supragingival_plaque.71	Supragingival_plaque.12	Supragingival_plaque.16	Supragingival_plaque.101	Supragingival_plaque.92	Supragingival_plaque.50	Supragingival_plaque.52	Supragingival_plaque.18	Supragingival_plaque.14	Supragingival_plaque.130	Supragingival_plaque.53	Supragingival_plaque.68	Supragingival_plaque.145	Supragingival_plaque.57	Supragingival_plaque.141	Supragingival_plaque.5	Supragingival_plaque.162	Supragingival_plaque.119	Supragingival_plaque.118	Supragingival_plaque.32	Supragingival_plaque.159	Supragingival_plaque.3	Supragingival_plaque.20	Supragingival_plaque.84	Supragingival_plaque.49
Additional_flagellar_genes_in_Vibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosyl_nucleosidases	12900	17342	13799	16261	12950	13397	14464	13540	14279	14574	14057	12981	10967	14303	13599	13023	13367	13105	14323	12438	13842	13754	10701	11978	11727	11704	10792	13759	13790	13549	14050	10638	12901	14590	13820	12593	14003	13452	11797	11012	11546	14706	13170	11256	11697	12865	11495	14079	12764	12700	35795	23797	23264	22109	22600	23860	15811	20323	20765	22904	22206	19412	19965	18989	19790	22115	13878	21849	19305	14487	17801	21154	12912	18548	13339	17598	14598	14611	13774	13106	12475	20329	13380	14966	13790	12312	16491	16233	18206	11718	17928	14154	13682	12031	11311	18087	11685	15122	10133	10161	19262	0	9684	15854	8911	9178	9040	8425	8649	12264	7349	10479	8453	10634	8441	7108	10382	9091	9973	8856	8957	0	0	8729	11304	0	0	9386	6194	6174	8672	8473	9082	11061	7780	8685	10963	7877	8376	8351	9810	4957	6006	6369	0	4891	0	8992	10376	0
Adhesins_in_Staphylococcus	4704	3417	3616	0	2357	4599	1238	2350	2457	3649	1771	4179	4178	1498	4302	2332	4365	4496	2731	5350	2253	2225	3894	5066	0	5134	3063	1491	3982	3599	1701	4051	3148	0	0	3178	1710	0	5154	5792	3661	4017	2842	3634	4809	3504	3157	3598	1947	1708	0	0	0	1	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	2985	0	0	0	0	3094	0	0	0	0	0	0	0	0	5115	0	0	0	0	0	3345	0	0	0	0	3864	0	0	0	0	0	1158	1458	0	1346	1650	1627	0	0	0	0	0	2516	0	2355	0	0	2664	0	0	0	0	5	2434	0	0	0	0	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1938	0	0
Adhesion_of_Campylobacter	1961	1332	1526	1476	2947	2084	2241	1408	1087	1755	3165	1973	1767	1058	1954	2765	1935	2192	1105	2636	1044	1163	1599	2081	0	2022	1204	1075	1578	1785	968	1519	1472	889	790	1426	1014	806	2468	1822	1778	1686	2161	1753	2283	1498	1445	1190	1952	2643	17280	19641	9104	7799	10350	7553	7440	9993	9658	10296	9795	7490	9508	7961	7350	11672	9835	11511	6887	10326	8107	10938	10027	7118	9685	7784	10062	9699	11297	9765	9160	9920	10881	9783	11294	9215	6416	6528	7459	8619	8637	8977	9064	8658	11368	8141	10104	11753	9982	10091	6246	14083	5925	7048	5461	7964	7666	3724	3730	6842	4654	5152	7797	5019	7268	4514	3936	5964	4895	6990	6917	4007	4775	5451	5282	4110	4477	6113	2903	2971	4991	4680	5899	5364	4724	6645	4486	4749	6625	5643	5006	2849	3661	3884	4395	2899	0	4367	4555	5100
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	35588	43129	33758	43295	29013	36350	27745	32239	35835	36594	35116	34934	30221	35770	29943	28289	30213	37984	35410	33502	35968	34074	28712	29955	30021	29767	32931	34636	26312	35277	34123	26434	26021	31282	37448	26124	33732	37644	30660	27516	28355	32645	20708	28215	31654	32451	28122	21729	31177	32557	2124	2269	1411	1570	1653	1824	1975	1208	1447	1793	1868	1257	1254	1824	1295	1372	1627	1326	1858	0	1037	506	1223	1865	1248	1079	0	1640	575	1178	1437	2006	564	2009	887	1145	2117	2120	1658	1070	773	1758	1518	1218	1424	1949	0	1232	232	252	4413	8338	0	2996	559	0	0	990	948	1846	0	2312	0	2294	0	444	2184	0	1995	2052	2085	4532	3031	839	2305	4567	2668	3818	790	803	1600	1557	3901	2447	0	0	2080	0	696	1236	2288	0	774	820	2301	0	3110	1439	2092	2227
A_Gammaproteobacteria_Cluster_Relating_to_Translation	28135	26269	31161	21921	24252	24419	21451	21966	21111	20448	22607	23612	22579	21551	19415	20318	19175	18497	21645	18721	21753	21026	21715	22315	20293	22447	25328	20161	22048	19768	21438	21824	19202	19540	21825	19160	21165	21933	20827	23062	19153	20274	19710	19189	17868	22025	25476	24692	19004	20377	78014	79879	58897	58845	57827	61642	61161	48528	53902	58392	53332	52978	47304	58494	49559	52520	55821	54669	53887	53594	49780	46792	59698	51683	54753	48845	51949	56142	46139	60030	50955	57087	44326	52750	47331	52847	49446	50977	46511	51400	42164	51715	51723	49439	48706	53624	39598	54015	42131	42595	84742	70355	45087	70672	40078	37203	39067	37649	37228	46065	33948	48684	35128	48983	35187	31853	45086	33632	38831	30023	29781	48371	50365	31980	45605	48240	46216	38991	25922	25425	37856	36325	38337	45168	34681	32304	46047	34347	31023	36733	40036	24150	27451	27972	41798	23879	49673	32190	44089	48389
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	0	0	0	0	34	0	80	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	105	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	9889	9608	9012	7855	8212	9747	9755	8605	6154	8401	6352	10936	8669	5975	10920	7092	10074	7000	8566	8459	10464	8836	6180	7961	7133	10481	7901	7202	7672	5110	9373	6240	5564	7123	7904	6167	5899	6144	6038	5804	7284	6390	6336	6139	6818	6504	7109	5187	5562	5652	13187	3538	10624	0	9486	4549	4613	7365	7604	0	5615	5811	653	6073	595	5152	6359	4174	5129	1403	1877	6840	5605	3881	4517	6598	5431	2045	4628	4870	4789	4800	1984	4075	6281	3946	0	5840	3903	0	4384	4504	4576	4536	0	4493	0	2482	0	0
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	36058	31203	27199	28911	29619	27441	26257	26357	28307	28586	26994	26443	30002	25459	29159	29880	28062	25343	29178	25738	29232	28989	28465	24788	23662	24827	28347	24579	21853	26910	25627	22897	27904	27389	24939	27863	25556	24621	24395	24049	27093	25225	28135	26713	24445	25601	21778	21363	25600	24575	121751	122915	83360	76142	79021	76602	76558	81007	75959	78697	74408	71119	79238	70126	67605	78312	79749	78897	66113	83908	62328	85819	75361	64092	74717	61464	81241	77397	84984	74347	70517	70460	81515	81654	78268	70213	62258	62723	61535	67092	67164	75718	71254	67472	69297	62574	69916	78356	68720	66167	75718	48500	63225	19604	56701	54128	53874	52361	51791	53045	45393	37344	55847	33740	54260	42564	53418	49335	49875	47031	46935	13450	13741	47472	19986	13116	35752	47502	36421	35806	33272	32086	47106	19646	41266	42602	13736	31797	41029	48558	11645	35726	40363	38081	3851	36082	10343	36799	13285	520
Agrobacterium_opine_transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Hypothetical_Protein_Related_to_Proline_Metabolism	0	0	0	5361	4426	4170	4453	4025	4308	4473	9306	4254	0	4079	4376	4349	4270	4003	0	4266	4325	0	0	3484	3757	3452	0	3874	0	4144	0	0	4048	4253	4072	3961	0	4082	3728	0	4275	0	0	4151	4065	3964	0	0	0	3399	0	0	0	0	0	0	0	0	0	0	0	0	0	8723	0	0	0	0	0	0	9893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alanine_biosynthesis	31475	31991	24194	29646	28979	24171	18786	25536	24777	25230	21816	23260	18845	25613	30009	15996	29978	27481	27408	24303	25115	24464	18022	21667	21714	21856	28741	24676	17061	23732	27352	17270	23269	23823	24951	23319	27213	24714	22108	17593	24499	16431	15986	24212	22756	23140	19447	17747	18109	20021	111632	116121	92611	99852	93626	88020	88550	79742	80303	93512	91113	80525	80135	87699	80230	77424	85332	90824	88651	78371	88270	79228	84154	83751	60440	77021	76051	53289	71476	84857	78668	57477	68932	79962	75501	60411	80370	82906	77405	57998	65760	73741	49685	54206	68965	42016	66805	53483	61820	61743	84410	27883	71656	49339	64139	56271	56066	58544	59055	34797	50327	41349	41581	31706	42953	48085	48864	34562	50793	41634	40797	33004	19923	34247	24853	32444	18189	28033	46123	40003	27106	26357	27299	24228	26201	27334	26343	24441	29053	17140	27135	38662	39982	40983	26559	37820	13856	26363	24981	11899
Alcaligin_Siderophore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	1
Alginate_metabolism	50512	50907	52124	50629	39398	39506	42656	37266	44151	42149	38324	38490	34268	42254	40292	38182	39986	40361	42735	41088	42848	41203	42733	35137	36171	35167	39814	41371	38458	40467	39945	38197	40149	37958	37114	40649	39212	37023	36566	32033	35169	41992	36216	34862	38745	38065	42909	39801	40410	35054	31759	30614	11724	10912	11624	12484	12671	20835	10344	11728	11486	10736	20748	10059	10725	21970	10385	21727	10157	20322	10465	21494	18246	9758	10371	10372	19619	11191	18879	18035	9493	12087	18139	11115	20764	10060	9748	9618	9597	9630	17007	10136	10206	9057	10758	11043	16331	21744	16741	16899	26414	349	9227	0	8154	7456	7213	10048	10275	277	5891	1	7834	0	7881	5529	0	0	0	6882	6735	0	15604	0	0	0	14989	17010	7886	8184	10950	10932	10053	253	0	6111	0	13	6190	0	0	2645	6327	0	0	7196	3	13783	0	0
Alkaloid_biosynthesis_from_L-lysine	0	0	127	0	43	0	0	0	0	0	0	0	0	0	0	32	0	0	189	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	93	0	0	0	0	0	361	802	404	1358	1234	175	794	416	831	174	173	710	203	176	359	162	201	76	550	218	171	268	319	515	44	679	195	177	315	785	191	147	0	428	519	549	666	461	0	118	693	225	124	656	0	1360	0	53	4743	4170	857	2903	839	640	655	1388	1505	1704	735	2763	359	2793	334	857	2102	813	3233	1750	1824	2966	4261	894	2313	3116	3825	2784	790	711	2492	2316	2703	2547	957	185	1888	1001	230	1787	1872	538	1094	1116	1019	485	3426	1550	1845	2943
Alkanesulfonate_assimilation	35664	37014	28940	50908	38266	38821	37651	44635	41813	37884	39305	37316	30015	37407	34147	35654	33680	37672	31109	43274	38142	35905	28098	38621	44191	38710	33354	36420	29905	35600	30675	29806	36122	29872	25276	35618	30004	25222	34281	26105	29139	29085	23868	29135	40241	33335	23875	29992	28839	35486	18743	16624	8679	7242	7124	7488	5072	9324	5665	7284	7349	6653	9113	5454	7195	8970	8417	9062	9839	4594	9484	4680	6380	9302	6782	9575	4400	8663	4803	9396	7786	7597	4547	8483	8915	8182	9553	9719	5752	7894	7677	7073	7867	6749	7398	8714	3123	3095	4535	4141	5153	4696	3729	0	3403	2769	2651	2898	2834	0	2539	2123	0	2113	0	2401	2619	2181	1658	904	908	2739	3315	2091	2341	2630	3153	1327	2084	2036	2530	2490	1296	0	2651	2389	0	2654	2272	1691	2435	2318	2002	2024	0	2323	0	1666	0	0
Alkanesulfonates_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkylphosphonate_utilization	4430	1	0	4002	3613	4110	4701	3230	4567	3315	3592	3964	3520	0	3540	3559	3676	3341	4516	3620	0	3839	3363	3841	3647	3847	3848	3	4483	3157	0	4083	3225	3359	3380	3230	72	3439	3592	2700	3334	3260	2464	3329	3316	3742	0	0	0	3288	7441	7848	4704	4377	4356	4527	4506	3985	4296	4412	3920	4091	4048	4127	4226	3900	5000	4111	5022	4625	4111	5284	3755	4725	3966	4109	4483	4575	4870	3754	4670	4519	4798	4511	4792	3659	3307	3205	3113	3559	3893	4237	4306	3398	3682	3253	4853	5086	4055	4044	5957	0	4089	4004	4446	3571	3590	3134	2997	2649	3475	3005	3160	2873	3016	2951	4033	3264	3401	3192	3145	2729	0	3121	0	2726	0	0	1909	1771	2635	2756	0	0	2220	2699	2336	2311	2684	2465	2169	1947	2413	2824	1830	1987	0	2038	2241	0
Allantoin_Utilization	0	0	0	5	0	1	1138	0	0	0	13	1	0	0	0	0	0	96	1	2	0	0	4	0	29	2	0	2	1358	0	2	1966	3	0	0	0	3	0	0	1582	7	9	4	0	2	0	0	888	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4957	4890	0	0	0	0	0	0	1	4165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allophanate_hydrolase_2_and_Biotin_carboxylase_cluster	11515	12181	10851	12638	10511	11383	9457	12425	12116	10889	11714	10964	10429	8622	10888	10012	11077	10748	10117	10084	11122	9856	9681	9740	10138	9735	9677	8662	9486	10323	8648	9514	10871	10032	11884	10890	8547	12028	10720	8691	10075	9965	9162	10025	9645	10508	8856	7810	9921	10602	8014	9365	18237	10567	11641	10127	10234	4271	13939	11904	12922	14718	9473	8283	14507	13968	10099	8958	11154	4446	11566	0	4835	11107	11211	11705	4441	17507	0	5227	9472	17136	1823	5508	0	7767	12893	12929	9985	7608	0	2283	16200	10204	7406	11283	7659	2745	4466	0	0	14126	10871	7158	9995	12922	12883	0	0	7399	3524	0	10497	0	12534	3417	0	4911	0	5341	5307	0	0	6150	0	0	0	6496	7226	6975	5687	5834	6355	0	0	3950	0	0	3815	1243	2076	0	0	0	3014	0	0	6609	2637	0
Alpha-acetolactate_operon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6899	6248	2521	1861	3918	2297	2242	3699	3565	3937	2520	2431	3585	1922	2525	4766	2881	4763	1658	4120	2216	5429	3542	1509	2429	2009	3908	2139	5479	3362	2819	994	5274	3886	5302	1429	1024	1029	2029	1378	3979	3679	2047	2292	2484	1535	4817	6198	3954	3922	2825	969	2540	2280	2162	1725	1681	1684	1506	2025	1536	2374	3761	2548	3746	1485	1388	2495	2330	2921	2730	2130	1167	2341	1386	2178	1068	1118	960	958	1556	1445	1086	1490	1953	2287	1983	1948	2067	2404	1324	1497	1653	1647	1520	1410	0	1010	1939	2062
Alpha-Amylase_locus_in_Streptocococcus	1716	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	1139	0	0	12452	11766	6233	4976	5103	5121	5169	6660	5547	5108	4761	4685	6601	4718	4593	6282	5555	6553	3306	6950	4367	9353	6029	3353	0	4429	6517	0	8956	5871	5212	3217	8743	6698	7134	0	3027	2896	3633	0	7151	6369	0	0	5111	0	8402	7204	6531	6829	0	0	0	0	0	0	0	9079	0	0	0	0	0	0	0	0	0	0	0	6555	6503	0	0	0	0	0	0	4290	4188	3943	0	0	4291	0	0	3443	0	0	3354	0	0	0	0	0	0	0	0	3620	0	0
alpha-Fimbriae	0	0	0	30	0	11	0	0	0	0	0	8	0	0	0	0	0	17	0	0	0	0	0	4	0	1	0	0	1090	0	0	1034	1	0	0	0	0	0	0	0	0	56	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amidase_clustered_with_urea_and_nitrile_hydratase_functions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoglycoside_adenylyltransferases	0	0	1	4	0	0	344	21	0	0	0	0	0	20	20	0	28	0	0	0	0	0	0	0	0	0	0	26	108	0	0	70	0	0	17	19	0	0	0	67	0	210	96	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	9	29	0	0	0	0	0	0	0	0	0	0	54	0	0	0	86	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminopeptidases_(EC_3.4.11.-)	35100	35974	33228	36811	34260	32877	29671	29883	31074	30537	34757	31843	30555	28539	28065	31340	28073	29824	30140	31065	29008	29070	28429	30557	28194	30355	27177	27738	27512	28950	28409	27489	29555	26172	25313	29444	28669	25213	31573	28133	29567	30335	27748	29827	28838	28621	28394	25906	27457	30840	74629	73895	71088	68182	64137	65544	65920	58183	57358	63981	60421	63073	58145	60496	62819	52521	41769	53195	64540	54713	56825	46349	32682	62361	58010	56282	53144	61514	35582	46658	37755	60926	33469	40438	36332	56978	47954	33627	50960	54443	32639	37507	57321	51908	49254	49513	38247	37436	46996	46739	40664	55536	42574	10302	27819	32162	29080	46941	47044	21178	22161	18672	8462	18464	8398	20672	24241	27335	18787	11635	11691	18837	18772	26340	17983	18435	17685	11104	35115	34781	15939	16122	11193	16742	17938	24020	7059	17748	23516	6170	16141	30922	15846	16125	6281	30958	4452	16329	6750	3676
Ammonia_assimilation	86700	71710	85535	66058	66084	59089	75441	55764	53816	55038	65567	56659	73520	65214	66800	64104	65833	64748	62739	54311	51662	60629	70199	63812	49112	63909	64261	63226	69452	51687	69350	67700	64589	54937	51578	63690	68914	51869	53310	70243	64779	63915	71052	64386	52341	53018	72820	64318	58199	60324	86127	94554	60668	53664	53747	49019	51260	59741	43558	47985	40961	55407	59129	45496	55333	57035	65090	58992	50657	49060	55683	48406	51749	48342	53973	52750	47595	54825	39852	56920	58684	57677	38485	43138	45895	53384	51061	51876	36029	50943	46616	39235	50750	48566	52264	47038	46919	35696	34337	34119	55756	52675	45494	59553	40670	42813	49934	46899	34784	33336	38088	31806	38796	31313	38889	35473	37078	27957	29006	26844	25380	30302	31853	25599	37019	31511	28246	28689	29029	28252	23152	23335	33064	30075	27200	22013	36728	26434	26405	24629	25485	26038	27737	27958	26084	25863	31332	24789	34490	22861
AMP_to_3-phosphoglycerate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	377	98	357	345	0	170	0	48	84	0	381	66	40	5	26	395	34	0	0	0	381	0	0	21	7	0	20	12	569	15	85	0	16	411	404	25	9	0	80	17	0	225	328	0	194	4	0	333	225	0	188	0	0	0	14	14	0	0	80	0	60	0	0	0	7	17	0	27	0	140	13	156	19	0	228	0	0	401	342	197	140	0	67	36	81	63	0	95	0	0	0	0	0	306	201	38	0
Anaerobic_benzoate_metabolism	1834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	1597	0	0	0	1175	0	731	4497	0	0	6171	0	0	0	0	2635	0	0	8685	6691	5594	9757	17532	10162	10105	3128	5851	11035	16632	5464	3018	15581	5514	6093	1742	6272	1772	3815	3897	706	3250	2813	6630	3895	3667	7371	1306	3209	1706	6420	1228	3898	976	10114	7423	7642	13206	9600	0	2544	7153	5770	5195	7191	512	5515	3881	3903	7299	21158	635	6053	581	2958	2599	1052	1022	7040	394	1195	709	1278	656	629	3884	2805	803	1164	1152	1512	4496	2786	4424	1493	4496	7175	3050	2479	4577	4091	2871	4225	1698	2658	5106	1620	3681	2794	4794	886	669	678	4816	862	6599	11160	4593	4515
Anaerobic_Oxidative_Degradation_of_L-Ornithine	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	23	0	1	0	13	0	0	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5623	4686	5129	5533	7623	5533	5589	2747	3391	7801	5781	4803	2669	5701	4836	5163	1670	5322	2036	3317	2736	611	2595	2072	5063	2690	3243	4073	1205	2416	1654	5316	1264	3095	860	5494	3398	3556	4416	5188	207	1041	3744	4531	3497	6119	424	819	3535	3597	991	0	145	2647	105	394	137	1240	1154	379	60	285	166	278	155	166	146	839	171	2	2	712	2715	880	442	675	864	87	1157	1074	526	505	111	120	1888	867	1117	1837	872	836	1153	2	37	52	1414	0	1885	876	953	1942
Anaerobic_respiratory_reductases	1340	994	8182	818	2580	987	4532	166	616	1059	1918	976	1600	11	2993	2368	2356	2460	787	3388	616	57	2459	2734	104	2608	2207	0	5590	1020	4785	5448	2298	714	199	2316	4831	0	1199	10938	28	3004	9214	36	3238	374	2318	6782	3087	1803	15926	15552	23936	21846	25049	21484	21359	10156	17940	25485	24542	18843	9494	18885	18844	15417	12532	15806	16600	16785	20623	4742	16303	15813	25180	20318	17095	20630	14371	14567	11771	18308	12671	13708	9974	22418	19044	19262	20969	21506	5840	12588	20189	22478	17354	20441	3247	18134	13909	13688	31246	29720	6249	21568	5472	10263	11608	10289	10213	16830	5065	7719	2145	8613	2164	4640	4676	10043	5660	2082	2086	12105	17772	9556	15270	12385	16129	10215	10640	10515	15132	15041	10181	13740	5325	12293	14615	5468	12343	12307	16561	5048	4706	4594	12383	5141	18972	13457	13964	7602
Anaerobic_toluene_and_ethylbenzene_degradation	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
